model,supervision,target_support,minimum_footprints_per_target,predictor_resolution_m,n_train,n_validation,n_test,n_test_dates,observed_mean,observed_sd,observed_iqr,observed_min,observed_max,negative_target_fraction,rmse,normalized_rmse,mae,bias,r2,regression_slope,regression_intercept,residual_sd
Sentinel-2 spatial U-Net,spatially aggregated SIF,4 km fixed-grid cell,5,20,6060,929,931,21,0.32517794446837633,0.14366431744436756,0.2031656801700592,0.0131320059299469,0.7199997305870056,0.0,0.07014592125310731,0.4882626563152716,0.05274860364430581,-0.014945273421634996,0.7613432339086517,0.725785768849795,0.07422314660776481,0.06857214962511506
