model_key,model,n_train,n_test,rmse,normalized_rmse,mae,r2,bias,regression_slope,regression_intercept,residual_sd,rmse_bootstrap_ci_lower,rmse_bootstrap_ci_upper
crop_pure_monthly,Crop-pure monthly SIF,197,48,0.940584278674945,1.05912894464988,0.759808083955186,-0.145621230361022,0.350738363129851,0.179820865611798,5.85704515597564,0.881979236067332,0.767858082692965,1.10679241860027
raw_ww05_monthly,Raw >=5% wheat monthly SIF,197,48,1.0284872003622,1.15811053597461,0.776864124204147,-0.369756609568058,0.439479355427638,0.0288254077739233,6.95950044594542,0.939702343526429,0.773670452500945,1.26117956105849
raw_all_monthly,Raw all-footprint monthly SIF,197,48,1.08738294497576,1.22442908844372,0.791091643223785,-0.531125030768112,0.462238825893184,-0.0132142752246928,7.26449507987562,0.99465992230992,0.804474245297327,1.36625860301983
