comparison_key,comparison,rmse_improvement_t_ha,rmse_reduction_pct,mae_improvement_t_ha,r2_improvement,rmse_improvement_ci_lower,rmse_improvement_ci_upper,probability_crop_pure_lower_rmse
raw_ww05_minus_crop_pure,Raw >=5% wheat minus crop-pure,0.08790292168725777,8.546817272621476,0.01705604024896079,0.22413537920703575,-0.06623794244502514,0.21270069592328,0.8793
raw_all_minus_crop_pure,Raw all-footprint minus crop-pure,0.1467986663008134,13.5001810520475,0.03128355926859905,0.38550380040708965,-0.05224761791756459,0.3470985243807828,0.9182
