model,supervision,target_support,predictor_resolution_m,n_train_chips,n_validation_chips,n_test_chips,n_test_dates,observed_mean,observed_sd,observed_iqr,observed_min,observed_max,negative_target_fraction,rmse,normalized_rmse,mae,bias,r2,regression_slope,regression_intercept,residual_sd
Sentinel-2 multi-footprint U-Net,individual SIF footprints within multi-footprint chips,native OCO-2 footprint,20,4983,553,686,18,0.319609643913825,0.210124321334249,0.290668845176697,-0.25134539604187,1.21613335609436,0.04788644517236,0.160338601969332,0.763065412662429,0.122287182442281,-0.0165945814269858,0.417640338428269,0.439349951996151,0.162594580775793,0.159489983600999
