target_support,observed_target,residual
Native footprints,0.2801547050476074,-0.0829409447529208
Native footprints,0.1711823940277099,0.0374720848591039
Native footprints,0.1404135227203369,0.0142507507654604
Native footprints,0.3668735027313232,-0.1433175901006622
Native footprints,0.1488542556762695,0.059739687305421
Native footprints,0.1923849582672119,-0.0384551369954102
Native footprints,0.1860346794128418,-0.0551863690223642
Native footprints,0.0573170185089111,0.1337494256802811
Native footprints,0.2038731575012207,-0.0213543463061766
Native footprints,0.0672798156738281,0.0858122420445021
Native footprints,0.0662555694580078,0.0003133641469442
Native footprints,0.2467005252838134,-0.0873174879628288
Native footprints,0.0447926521301269,0.0385135620155704
Native footprints,-0.0177919864654541,0.0996238668164478
Native footprints,0.1989760398864746,-0.0502265092947984
Native footprints,0.1780433654785156,-0.0818866225215773
Native footprints,0.2417922019958496,-0.1739446985417206
Native footprints,0.0506412982940673,0.0392139744194503
Native footprints,0.0643517971038818,0.0258611236389165
Native footprints,0.1102945953607559,-0.0241536996522224
Native footprints,-0.1022684574127197,0.2145112636488029
Native footprints,0.1907989978790283,-0.1015110939869515
Native footprints,0.1718542575836181,-0.0398408265687413
Native footprints,0.0280563831329345,0.1049169108376651
Native footprints,0.12579345703125,0.0093197589465279
Native footprints,0.1824214458465576,-0.0804183945555844
Native footprints,0.086101546883583,0.08530247643121
Native footprints,0.2375273704528808,-0.0860375587280706
Native footprints,0.2218472957611084,-0.112611484463605
Native footprints,0.1579091548919677,-0.0325954243653879
Native footprints,0.2662060260772705,-0.0880570422143833
Native footprints,0.0983729362487793,0.0505605793233527
Native footprints,0.2164607048034668,-0.0739703137994877
Native footprints,0.1903202533721923,-0.0611823008564648
Native footprints,0.3849899768829345,-0.2336749171477304
Native footprints,0.1585352420806884,0.012505013664377
Native footprints,0.2036223411560058,-0.0347017469847089
Native footprints,0.0583288669586181,0.0981837531372711
Native footprints,0.3010296821594238,-0.149784560029328
Native footprints,0.3071217536926269,-0.1443999625874271
Native footprints,0.1147480010986328,0.0455821693069694
Native footprints,0.4739823341369629,-0.3215646988549103
Native footprints,0.2665543556213379,-0.0799394093228994
Native footprints,0.3160946369171142,-0.1416448308998555
Native footprints,0.3186476230621338,-0.2503914140595562
Native footprints,0.2409868240356445,-0.0698691768091368
Native footprints,0.1487207412719726,0.003375963223481
Native footprints,0.3806238174438476,-0.23542740859836
Native footprints,-0.0142731666564941,0.178278343489819
Native footprints,0.2743368148803711,-0.10459627897515
Native footprints,0.0860078334808349,0.290435119448003
Native footprints,0.3836870193481445,0.0063291969896355
Native footprints,0.740847110748291,-0.3296122544620939
Native footprints,0.3541061878204345,0.0691101765219507
Native footprints,0.0677752494812011,0.3159686679563416
Native footprints,0.3650782108306885,0.0245126437658475
Native footprints,0.642322301864624,-0.1839699288779916
Native footprints,0.3692803382873535,0.0212590297412694
Native footprints,0.3386847972869873,0.0684417461636978
Native footprints,0.3156142234802246,0.1188935058581159
Native footprints,0.4381453990936279,-0.0580901381865591
Native footprints,0.3317821025848388,0.0411943684072967
Native footprints,0.3637013435363769,0.0382807369196065
Native footprints,0.4095122814178467,-0.0046069010915016
Native footprints,0.5786144733428955,-0.2296226439068211
Native footprints,0.2983307838439941,0.0760205745762832
Native footprints,0.2345542907714843,0.1202458567688325
Native footprints,0.5679900646209717,-0.2114480719464119
Native footprints,0.374955415725708,0.0063274035229521
Native footprints,0.284416913986206,0.1045512812041488
