source_csv_row,mgrs_tile,mgrs_tile_normalized,Delta_Date,product_path,centroid_x_utm,centroid_y_utm,centroid_inside_mgrs_geometry,point_class
632,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700419.1073006875,5290844.430780686,FALSE,Outside mgrs_de 32UPU
633,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698494.7639826527,5293646.1889408985,FALSE,Outside mgrs_de 32UPU
634,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699664.7085435571,5292629.049924938,FALSE,Outside mgrs_de 32UPU
635,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700850.2174119953,5291595.753941745,FALSE,Outside mgrs_de 32UPU
636,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697763.1293941755,5295564.216626867,FALSE,Outside mgrs_de 32UPU
637,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698928.1863432566,5294517.730667476,FALSE,Outside mgrs_de 32UPU
638,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700110.5697988248,5293437.970588291,FALSE,Outside mgrs_de 32UPU
639,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,701274.970526486,5292370.040926597,FALSE,Outside mgrs_de 32UPU
640,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702410.40397932,5291273.92286855,FALSE,Outside mgrs_de 32UPU
641,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697026.7621710288,5297482.067907928,FALSE,Outside mgrs_de 32UPU
642,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698191.816597759,5296429.139192091,FALSE,Outside mgrs_de 32UPU
643,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699371.6729309286,5295342.348910655,FALSE,Outside mgrs_de 32UPU
644,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700531.9817963516,5294251.462686723,FALSE,Outside mgrs_de 32UPU
645,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,701665.4040238172,5293161.416181975,FALSE,Outside mgrs_de 32UPU
646,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702789.1383861977,5292018.424238666,FALSE,Outside mgrs_de 32UPU
647,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,703906.572137755,5290813.113931402,FALSE,Outside mgrs_de 32UPU
648,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696289.0618148813,5299419.445846689,FALSE,Outside mgrs_de 32UPU
649,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698630.569396384,5297254.405659059,FALSE,Outside mgrs_de 32UPU
650,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699795.628892504,5296164.063563045,FALSE,Outside mgrs_de 32UPU
651,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700923.7575598523,5295071.081903733,FALSE,Outside mgrs_de 32UPU
652,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702049.5648763512,5293945.537391773,FALSE,Outside mgrs_de 32UPU
653,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,703177.3571008326,5292759.465719867,FALSE,Outside mgrs_de 32UPU
654,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696714.8909496376,5300287.603037337,TRUE,Inside mgrs_de 32UPU
655,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697890.7756350028,5299175.699463048,FALSE,Outside mgrs_de 32UPU
656,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699050.7044427852,5298072.476585,FALSE,Outside mgrs_de 32UPU
657,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700185.9479263397,5296990.156267256,FALSE,Outside mgrs_de 32UPU
658,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,701309.7839193832,5295865.424268813,FALSE,Outside mgrs_de 32UPU
659,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702438.2852235275,5294691.554136741,FALSE,Outside mgrs_de 32UPU
660,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,703525.9766781451,5293520.18961472,FALSE,Outside mgrs_de 32UPU
661,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695980.0231370247,5302235.184828522,TRUE,Inside mgrs_de 32UPU
662,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697150.3059718098,5301110.187534818,TRUE,Inside mgrs_de 32UPU
663,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699439.7905410014,5298902.387301197,FALSE,Outside mgrs_de 32UPU
664,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700568.2457107537,5297778.374604652,FALSE,Outside mgrs_de 32UPU
665,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,701696.5121266103,5296615.4069976,FALSE,Outside mgrs_de 32UPU
666,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702785.0744928246,5295456.85102589,FALSE,Outside mgrs_de 32UPU
667,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694068.1009276122,5305200.486702024,TRUE,Inside mgrs_de 32UPU
668,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695236.7470986131,5304159.397392624,TRUE,Inside mgrs_de 32UPU
669,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696414.1080150421,5303052.287745908,TRUE,Inside mgrs_de 32UPU
670,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697566.6586911781,5301926.027501789,TRUE,Inside mgrs_de 32UPU
671,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698702.4593078663,5300831.111841217,TRUE,Inside mgrs_de 32UPU
672,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699825.1811486221,5299707.803834531,FALSE,Outside mgrs_de 32UPU
673,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700953.2510446716,5298544.008598979,FALSE,Outside mgrs_de 32UPU
674,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,702044.9606308596,5297383.425011222,FALSE,Outside mgrs_de 32UPU
675,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693327.9237762121,5307144.231417091,TRUE,Inside mgrs_de 32UPU
676,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694490.7350746345,5306081.839280889,TRUE,Inside mgrs_de 32UPU
677,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695674.1462095268,5304984.5820577685,TRUE,Inside mgrs_de 32UPU
678,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696832.2342813538,5303861.01487726,TRUE,Inside mgrs_de 32UPU
679,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699087.9688845156,5301634.6075365655,TRUE,Inside mgrs_de 32UPU
680,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700217.7357666097,5300463.074790624,FALSE,Outside mgrs_de 32UPU
681,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,701304.6400905283,5299301.530499981,FALSE,Outside mgrs_de 32UPU
682,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692593.5619504256,5309079.400796743,TRUE,Inside mgrs_de 32UPU
683,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693755.9976901546,5308012.4309752695,TRUE,Inside mgrs_de 32UPU
684,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694930.880560982,5306898.707092665,TRUE,Inside mgrs_de 32UPU
685,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696093.3889393333,5305780.827650251,TRUE,Inside mgrs_de 32UPU
686,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697224.2880992445,5304680.955112333,TRUE,Inside mgrs_de 32UPU
687,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698349.6694496562,5303542.461370339,TRUE,Inside mgrs_de 32UPU
688,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699478.9110555288,5302377.419967013,TRUE,Inside mgrs_de 32UPU
689,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,700570.2779468815,5301222.375627992,FALSE,Outside mgrs_de 32UPU
690,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691853.5219414791,5310993.5354584865,TRUE,Inside mgrs_de 32UPU
691,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693019.0267188753,5309934.900947862,TRUE,Inside mgrs_de 32UPU
692,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694197.6085996754,5308818.368804163,TRUE,Inside mgrs_de 32UPU
693,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695355.1843578306,5307699.68245392,TRUE,Inside mgrs_de 32UPU
694,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696485.6206413835,5306601.586776169,TRUE,Inside mgrs_de 32UPU
695,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697616.3465975974,5305470.23183499,TRUE,Inside mgrs_de 32UPU
696,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698743.3615944528,5304299.373914855,TRUE,Inside mgrs_de 32UPU
697,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699834.2004717583,5303139.3526816685,TRUE,Inside mgrs_de 32UPU
698,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692280.1972193607,5311847.273448226,TRUE,Inside mgrs_de 32UPU
699,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693464.250607085,5310743.234578162,TRUE,Inside mgrs_de 32UPU
700,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694625.3895144273,5309633.71842672,TRUE,Inside mgrs_de 32UPU
701,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695752.6113322416,5308520.546216522,TRUE,Inside mgrs_de 32UPU
702,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696882.3662780322,5307394.083797641,TRUE,Inside mgrs_de 32UPU
703,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698012.4243836824,5306227.725413158,TRUE,Inside mgrs_de 32UPU
704,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,699105.5852568997,5305062.970866557,TRUE,Inside mgrs_de 32UPU
705,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691550.590213333,5313762.831145991,TRUE,Inside mgrs_de 32UPU
706,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692728.7468214775,5312659.541575589,TRUE,Inside mgrs_de 32UPU
707,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693893.827788765,5311560.736482655,TRUE,Inside mgrs_de 32UPU
708,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695027.1169075312,5310453.704985617,TRUE,Inside mgrs_de 32UPU
709,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696153.8943100406,5309321.599411511,TRUE,Inside mgrs_de 32UPU
710,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697284.9520563461,5308148.399115467,TRUE,Inside mgrs_de 32UPU
711,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,698375.1291545781,5306977.628481821,TRUE,Inside mgrs_de 32UPU
712,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,689648.76172717,5316722.044057058,TRUE,Inside mgrs_de 32UPU
713,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690815.8619742655,5315669.799558331,TRUE,Inside mgrs_de 32UPU
714,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692000.0330189292,5314575.116770923,TRUE,Inside mgrs_de 32UPU
715,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693163.7910921406,5313469.8398703495,TRUE,Inside mgrs_de 32UPU
716,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694297.1151636151,5312366.497145085,TRUE,Inside mgrs_de 32UPU
717,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695423.8292654532,5311232.480240056,TRUE,Inside mgrs_de 32UPU
718,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696557.8117703415,5310064.837950427,TRUE,Inside mgrs_de 32UPU
719,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,697643.9229106576,5308888.95205742,TRUE,Inside mgrs_de 32UPU
720,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,688918.9611629022,5318640.2346608965,TRUE,Inside mgrs_de 32UPU
721,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690085.6260809187,5317588.160185506,TRUE,Inside mgrs_de 32UPU
722,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691268.4396730206,5316483.810907604,TRUE,Inside mgrs_de 32UPU
723,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692430.7926504957,5315372.178452241,TRUE,Inside mgrs_de 32UPU
724,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693565.0510759334,5314271.067063656,TRUE,Inside mgrs_de 32UPU
725,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694693.5544539643,5313135.366467918,TRUE,Inside mgrs_de 32UPU
726,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695825.3849082185,5311968.355533982,TRUE,Inside mgrs_de 32UPU
727,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696920.5408217027,5310808.435826388,TRUE,Inside mgrs_de 32UPU
728,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,689357.0323127455,5319502.284330155,TRUE,Inside mgrs_de 32UPU
729,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690536.8142053686,5318393.166624794,TRUE,Inside mgrs_de 32UPU
730,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691699.9607262255,5317272.8909758115,TRUE,Inside mgrs_de 32UPU
731,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692834.3277654237,5316171.730378345,TRUE,Inside mgrs_de 32UPU
732,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693962.8732278032,5315036.86558262,TRUE,Inside mgrs_de 32UPU
733,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695095.9721495619,5313874.528254991,TRUE,Inside mgrs_de 32UPU
734,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,696191.4417269937,5312719.998833483,TRUE,Inside mgrs_de 32UPU
735,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,689811.5089427629,5320310.000651263,TRUE,Inside mgrs_de 32UPU
736,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690971.4682464717,5319188.436478031,TRUE,Inside mgrs_de 32UPU
737,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692103.9544849995,5318081.914953989,TRUE,Inside mgrs_de 32UPU
738,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693234.349783199,5316947.3817248875,TRUE,Inside mgrs_de 32UPU
739,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694366.8444463392,5315778.875880045,TRUE,Inside mgrs_de 32UPU
740,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,695461.5080256498,5314625.821439848,TRUE,Inside mgrs_de 32UPU
741,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,686725.0681709291,5324378.305817004,TRUE,Inside mgrs_de 32UPU
742,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,687892.4464246045,5323311.677955788,TRUE,Inside mgrs_de 32UPU
743,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,689078.3036002642,5322214.379723438,TRUE,Inside mgrs_de 32UPU
744,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690241.9989234293,5321098.476503379,TRUE,Inside mgrs_de 32UPU
745,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691373.8710707591,5319989.519252137,TRUE,Inside mgrs_de 32UPU
746,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693635.3466958909,5317685.139456698,TRUE,Inside mgrs_de 32UPU
747,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,694730.6412405953,5316522.490286332,TRUE,Inside mgrs_de 32UPU
748,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,685991.9370356223,5326284.683067052,TRUE,Inside mgrs_de 32UPU
749,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,687159.4977075328,5325219.152865672,TRUE,Inside mgrs_de 32UPU
750,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,688341.7589928528,5324107.945598475,TRUE,Inside mgrs_de 32UPU
751,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,689506.2836426388,5322999.2276152605,TRUE,Inside mgrs_de 32UPU
752,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,690638.4855993111,5321889.529808216,TRUE,Inside mgrs_de 32UPU
753,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,691768.5439830724,5320750.67342219,TRUE,Inside mgrs_de 32UPU
754,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,692902.3374138364,5319582.848334012,TRUE,Inside mgrs_de 32UPU
755,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,693995.3398815974,5318419.783296386,TRUE,Inside mgrs_de 32UPU
756,32UPU,32UPU,2019-03-12,data/geodes_wasp_zips/32UPU/2019/SENTINEL2X_20190315-000000-000_L3A_T32UPU_C_V4-0,685255.1385602865,5328185.106586742,TRUE,Inside mgrs_de 32UPU
